,uID,Verb,Embedding,Context,Target,Prompt,ModalType,MatTense,MatSubjLemma,MatSubjPer,MatSubjNum,Embedding,genre,factive,mean.noTarget,sd.noTarget,Mean,SD,Reponses
712,SWBD-171,think,negation,"A: Yeah. Koontz. Uh, his last name ends in a Z, I know that. B: Yeah, oh, I think I know who you're talking about. Uh, I've seen,","I don't think I can pronounce it either,",she can pronounce it,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.1,0.737864787,"-2, -2, -2, -1, -3, -1, -2, -3, -3, -2"
713,SWBD-172,think,negation,"A: Is, uh, kind of fun. It's best done when you have leisure time and I had more of that in my childhood days than I have now. And I grew up in an area that, uh, was just a few feet from a rather large lake, and a few more miles from that was a even larger lake and we had a variety of boats at our disposal. Uh, I worked for a camp for a number of years. My father was on staff there, and we had every kind of things from canoes to paddle boats, sailboats, speedboats, you name it, they had it and we did a lot of, water sports. But I think, uh, the thing I liked the best was, uh, we spent about a summer couple of guys, uh, restored an old wooden boat that was built back in the mid-thirties and got a new canvas sail for it and had a real big old four- foot center board that went down in the middle to keep you upright when the waves, or the wind came from the side and we got that thing in the water and had a real good time with it. If you ever got it dumped over, though, it was a mess to get back up. It wasn't like the newer ones that have nice chambers that keep it afloat or keep it, uh, upright again. This one you had to work with. You get out of the water again and get it upright. And, uh, sailing was kind of nice to learn the maneuvers you had to make to work your way down a lake or work back up against the wind, as it were, tacking back and forth and, uh, more than once we'd get out there on a really stormy day and, uh, the storm or the wind was due to the front blowing and as soon as the front came over, it was calm. So you're out in the middle of nowhere with a paddle and you paddle your way back in and hope it doesn't start raining on you right away. And that didn't always work. We oftentimes got wet,. But, uh, it's a nice hobby to have.","Nowadays I don't think I could afford the boat or the time,",he could afford the boat,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.2,0.421637021,"-2, -3, -2, -3, -2, -2, -2, -2, -2, -2"
714,SWBD-173,know,negation,"B: I think I've been trout fishing once. I've never fly fished. Have you fly fished? A: Uh, no I haven't.",I don't know that I could do that.,she could do that,,present,I,first,singular,negation,SWBD,yes,NA,NA,-1.888888889,1.166666667,"-3, -1, -2, -1, -1, -3, -3, -3, 0"
715,SWBD-174,think,negation,"B: If you compare like the people that could have sent their kids to private schools and you know, the people that, uh, did send their kids to private schools. A: Yes. B: I think they compare you know, fairly well. A: Yeah. Yeah.","I mean, I honestly don't really think I could have, you know, done much better than I did in the school system I was in.",she could have done much better than she did in the school system she was in,,past,I,first,singular,negation,SWBD,no,NA,NA,-1.5,1.927248223,"-2, -2, -3, -1, -2, -3, 3, -2"
716,SWBD-175,think,negation,"A: And, uh, I got to stay home with my kids, which I really wanted to do, but now I could not go back and do it. B: Yeah. A: I really couldn't,",I don't think I could stay home all the time and do nothing.,he could stay home all the time and do nothing,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.454545455,0.934198733,"-3, -3, -3, -2, -3, -3, -2, -2, -3, 0, -3"
717,SWBD-176,think,negation,"A: Yeah. Well, Do you have anything else to say? B: Well,  No, not too much more about credit cards. A: Okay.",I don't think I do either,she has more to say about credit cards,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.125,0.640869944,"-3, -2, -2, -1, -2, -3, -2, -2"
718,SWBD-177,think,negation,"B: Well that's true. You're right, you know, by the time you've finally got down to it, I was hoping I could remember where all those other things went. A: Well that's kind of the way I was, I tried to remember as I took stuff off where it went,",and I don't think I had too many nuts and bolts left over when I got it all put back together.,he had too many nuts and bolts left over,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.375,1.505940617,"-2, -2, 2, -1, -1, -2, -2, -3"
719,SWBD-178,think,negation,"A:  nanny, sort of? Uh-huh. Uh-huh. B: and you know, I could envision a society where that would happen and make an interesting, uh, uh, story or whatever. A: Yeah. B:",I don't think I have a philosophical problem with that.,she has a philosophical problem with that,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.916666667,1.083624669,"-2, -3, -2, -3, 0, -3, -1, 0, -2, -2, -2, -3"
720,SWBD-179,think,negation,"A: They might, they're actually very friendly dogs. B: Are they really?",I don't think I've ever seen one.,she has ever seen one,,present,I,first,singular,negation,SWBD,no,NA,NA,-0.875,1.642080562,"-2, 0, -2, 0, 0, -3, -2, 2"
721,SWBD-18,see,modal,"B: Yeah, hormones, but yeah, uh, steroids. But, I stay from that crap. A: Yeah, it's too dangerous. B:","Oh, I could just see hair would start growing out of my upper lip or something.",hair would start growing out of her upper lip,CI,future,I,first,singular,modal,SWBD,yes,NA,NA,1.333333333,0.707106781,"2, 1, 2, 1, 1, 2, 1, 0, 2"
722,SWBD-180,think,negation,"B: That was kind of a funny movie with, uh, Richard Dreyfuss and Bill Murray. A: Uh-huh. B: That was fun. A: Golly,",I don't think that I've ever heard of that movie.,he has heard of that movie,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.545454545,1.572490786,"-2, -3, -2, -2, -3, 2, -2, 1, -2, -2, -2"
723,SWBD-181,think,negation,"A: when I started thinking about this, those are some of my favorite shows, McGyver, because it's only one person there, uh, you know, instead of a cast of people, B: Uh-huh. A: but he's always going out and inventing new things out of scrap, and grabbing what he can and, you know, pieces of baling wire and a few tires and all of a sudden he's got a hang glider and, B:",I don't think I've even heard of that show.,she has heard of that show,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.2,1.032795559,"-3, -2, -2, -1, -3, -3, -2, 0, -3, -3"
724,SWBD-182,think,negation,"B: uh, those Cowboys have increased their prices again this year. A: Oh yeah. B: But I didn't know,","I don't think I've heard anything on the Rangers,",he has heard something on the Rangers,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.9,1.197219,"0, -2, -2, -2, -3, -3, -1, 0, -3, -3"
725,SWBD-183,think,negation,"B: Yeah. How about you? A: Oh, uh, I'm very varied as well.","uh, I don't think I've ever met a type of music I don't like except for, uh, maybe, you know, heavy metal and that.",she has met a type of music she doesn't like except for heavy metal,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.375,2.133909892,"2, -3, 2, -3, -2, -2, -2, -3"
726,SWBD-184,think,negation,"A: Um, I don't, I am only twenty-eight and I haven't had much experience with nursing homes. I have never visited any of them","and, uh, I don't think I've ever even been in one.",he has ever been in one,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.5,1.511857892,"2, -2, -1, -2, -2, -2, -2, -3"
727,SWBD-185,think,negation,"A: so it's nice to get away. It's just amazing, how much you miss. B: Yeah, it,  Yeah, it, yeah, it really is.","I mean, I don't think I ever see the Little Dipper,",she has seen the Little Dipper,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.5,1.977142106,"-2, -2, 3, -3, -1, -3, 2, -3, -3, -2, -2, -2"
728,SWBD-186,think,negation,"B: You never see them on nationally basketball. A: You know, that's true.",I don't think I've ever seen them nationally on basketball.,he has seen them nationally on basketball,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.375,1.922609833,"-2, -3, -1, -2, -2, 3, -3, -1"
729,SWBD-187,think,negation,"A: That's not too bad. Golly the Golden Retrievers are good dogs too, they're kind of like, get that permanent smile to them, B: Yeah, right. A: they're always happy.",I don't think I've ever seen them not look happy.,she has seen them not look happy,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.555555556,2.068278941,"-3, -2, -3, -3, 2, -3, -2, -2, 2"
730,SWBD-188,think,negation,"B: Yeah. It's, uh, I have modem night computer so I can log into the, uh, network at Georgia Tech and access my account through there, which can be useful. But, uh, yeah that and word processing is while I tend to, I mean, obviously, I do almost all of my report writing on my computer, uh, whether it's term papers or even some smaller homework assignments. A: Uh-huh. B: So it's I don't know, really become my mainstay I guess. I can't even remember,","actually I don't think I've ever used a typewriter in my life to do a report. Because my family, when I was growing up, we got a basic computer. TRS Eighty when they first came out.",he has used a typewriter to do a report,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.333333333,0.5,"-2, -3, -2, -2, -2, -2, -3, -3, -2"
731,SWBD-189,think,negation,"B: Well, I know I'm in the, you know, the only reason I asked about secondary schools or, you know, advanced education is because down here, you know, going to the University of Texas, the education I'm getting I think is kind of shoddy for a public school. A: Is it? B:","I don't think I'm getting what I should,",she is getting what she should,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.636363636,1.026910636,"1, -1, -2, -2, -2, -2, -1, -2, -2, -2, -3"
732,SWBD-19,say,modal,"A: I am right outside Baltimore. I am less than a mile from the Baltimore line. B: Um. A: And I go to a campus of the University of Maryland that is just, less than a mile from my house. So I'm actually in Baltimore, yeah,",you could say I'm in Baltimore.,he is in Baltimore,AB,present,you,second,unknown,modal,SWBD,no,NA,NA,2.545454545,0.687551651,"2, 3, 2, 3, 2, 3, 3, 3, 1, 3, 3"
733,SWBD-190,think,negation,"A: But it seems to me uh, that the budget is so out of hand, and especially now that they say, Okay, the cold war is over and we're supposed to be getting a peace dividend you know of X number of billion, trillion dollars a year. B: Uh-huh. A: Well, I'd really like to know where that money is actually going to go,","because, in my opinion, I don't think I'm ever going to see any of this so-called peace dividend.",he is going to see some of this so-called peace dividend,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.888888889,1.166666667,"-2, 0, -3, -3, -2, -3, -2, -2, 0"
734,SWBD-191,think,negation,"A: Well, actually, uh, A:","I don't think I'm in the, uh, majority in Texas",she is in the majority in Texas,,present,I,first,singular,negation,SWBD,no,NA,NA,-2,0.942809042,"-2, 0, -2, -2, -2, -2, -3, -1, -3, -3"
735,SWBD-192,think,negation,"A: Well, uh, uh, do you ever use the ATM machines? B: No, I never do. My husband does at work just to get cash out, but, uh, I take the checkbook so if I need cash, I just tell him and he gets it out",and I don't even think I know my number.,he knows his number,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.1,0.737864787,"-2, -1, -2, -1, -2, -2, -3, -3, -2, -3"
